l1_pt,l1_eta,l1_phi,l1_energy,l2_pt,l2_eta,l2_phi,l2_energy,l3_pt,l3_eta,l3_phi,l3_energy,l4_pt,l4_eta,l4_phi,l4_energy,n
119.578224,-1.0686849,0.18116786,194.614,75.8924,-1.0031624,-2.5925145,117.3907,73.902275,-1.1877502,2.4381177,132.4551,29.944489,-1.4970971,-1.4545436,70.25691,0.009295674904668906
63.953373,-0.7616037,-1.522487,83.41519,54.8495,-2.4242253,1.9380488,312.1492,34.140747,-1.0920751,0.2687878,56.60488,16.70634,-2.4137478,2.92316,94.10051,0.03177216363062957
56.072052,0.46574068,-2.935145,62.2642,45.181667,0.45334318,-0.3838781,49.9046,37.660667,0.51372,0.39589936,42.7404,25.815948,1.9596095,2.5733955,93.42107,0.025699729978112932
26.475817,-2.3964581,2.1445174,146.613,24.03842,-1.9916675,-2.1964765,89.7139,23.372425,0.7938436,0.75275296,31.1319,21.922182,0.14918372,-1.0244176,22.16658,0.009877282611648042
60.87959,0.16054015,-0.8506021,61.6658,55.66811,-1.6346896,-2.6488247,148.1573,41.05137,-1.747033,1.1625843,121.3447,35.20543,-0.28844985,1.7826574,36.68022,0.024129886443603376
57.29238,0.49383983,-0.44870362,64.42169,44.49607,1.4751538,2.8783104,102.351,34.022976,-0.29319245,2.838695,35.49582,24.01996,-0.2062369,0.13045096,24.5326,0.045298295739556294
41.074875,0.9893948,-2.8836045,62.87347,40.72131,1.3400513,-0.84207475,83.0933,38.461685,-0.11819787,0.40465847,38.73067,34.339527,0.057959173,2.2952178,34.39723,0.02841039534969605
38.897736,0.41470858,-0.6401898,42.29083,37.337982,1.6499945,2.4373121,100.7939,36.79992,0.061260775,2.3031528,36.86899,35.766113,1.4040293,-0.9130724,77.20433,0.0655187250072327
42.934166,-1.0398452,0.7123122,68.31445,42.621185,-0.1951964,-1.8596636,43.43573,28.842484,1.5334184,3.0628445,69.93996,13.465977,-1.4042794,0.8972461,29.07395,0.031041992994776155
83.93998,0.34814873,-1.9178202,89.07865,64.03395,-0.8325724,1.0770245,87.53936,33.57921,0.39363733,2.7278383,36.21453,30.326803,0.08865756,0.30305138,30.44607,0.023327181326647045
49.110264,-0.021874804,2.6972883,49.12202,40.9685,-2.0348034,-0.05230353,159.3973,40.8679,-0.9438411,-2.602424,60.46331,38.55259,-0.6662449,0.05229737,47.43022,0.03736117098992829
72.62767,-0.10153717,2.7451906,73.00238,67.81848,-1.0191852,0.7493482,106.1978,42.292633,-0.44987825,-1.0853288,46.64512,36.908535,0.53340995,-1.635623,42.28494,0.008352746612941062
84.1511,1.2256577,-1.5145833,155.6783,60.99308,2.3591113,2.2252913,325.5825,24.349665,0.5962506,0.9034552,28.80776,23.93229,0.40581962,0.7608987,25.93018,0.052782218680025854
60.86458,-2.0454998,-0.21176064,239.2689,56.057026,-1.2917644,3.0390024,109.7032,38.46761,-1.9674605,-2.7837224,140.2587,38.259987,-0.66412574,0.56627667,47.01224,0.05008407701686913
